sala,inicio,fim,seg,ter,qua,qui,sex
L110,11,13,0,0,0,1,0
L410,11,14,0,0,0,0,1
L304,9,11,0,0,1,0,0
L118,10,11,0,0,0,1,0
L338,8,11,0,0,1,0,0
L336,15,17,0,1,0,0,0
L542,15,17,0,0,0,1,0
L308,7,9,1,0,0,0,0
L336,7,9,0,0,0,0,1
DCMM1,9,11,1,0,0,0,0
L460,9,11,0,0,0,0,1
L120,9,13,0,0,1,0,0
DPTO,13,17,0,0,0,0,1
L338,13,15,0,1,0,0,0
L274,13,15,0,0,0,1,0
L481,15,19,0,0,0,0,1
L410,15,17,0,0,1,0,0
L480,15,16,0,0,0,0,1
L480,15,17,0,0,1,0,0
L410,15,16,0,0,0,0,1
L428,15,17,1,0,0,0,0
L481,18,21,0,0,1,0,0
L324,18,21,0,0,1,0,0
L410,15,17,0,1,0,0,0
L410,15,17,0,0,0,1,0
L464,17,19,0,1,0,0,0
DCMM1,17,19,1,0,0,0,0
L410,17,18,0,0,1,0,0
L464,19,21,0,1,0,0,0
L408,13,15,1,0,0,0,0
L408,13,15,0,0,1,0,0
L776,18,22,0,0,0,1,0
L438,17,19,0,1,0,0,0
L338,18,22,1,0,0,0,0
L422,15,19,0,0,0,0,1
L518,15,17,1,0,0,0,0
CAMPO,15,17,0,0,1,0,0
L120,13,15,0,0,0,0,1
L530,15,17,0,0,0,1,0
L414,15,17,0,1,0,0,0
L414,15,17,0,0,0,1,0
L480,17,19,0,1,0,0,0
L480,17,19,0,0,0,1,0
L324,19,22,1,0,0,0,0
L336,11,13,1,0,0,0,0
DPTO,7,11,0,0,0,0,1
L222,11,14,0,0,0,0,1
L118,13,15,0,0,1,0,0
L370,8,12,0,0,1,0,0
L338,7,11,1,0,0,0,0
L506,9,11,0,0,0,1,0
L154,17,21,0,0,0,1,0
L450,18,22,0,0,1,0,0
L338,18,22,0,0,0,0,1
L336,7,9,1,0,0,0,0
L504,7,9,0,0,1,0,0
L422,18,22,1,0,0,0,0
L481,18,22,0,0,0,1,0
L336,13,15,0,1,0,0,0
L278,13,15,0,0,0,1,0
L522,15,17,1,0,0,0,0
L250,15,17,0,0,1,0,0
L450,13,15,0,0,0,0,1
L274,9,11,0,1,0,0,0
L274,9,11,0,0,0,1,0
L278,11,13,0,1,0,0,0
L278,11,13,0,0,0,1,0
L414,13,15,0,1,0,0,0
L414,13,15,0,0,0,1,0
L144,15,17,0,1,0,0,0
L144,15,17,0,0,0,1,0
L206,15,17,1,0,0,0,0
L206,15,17,0,0,1,0,0
F400A,13,15,0,1,0,0,0
F310,13,15,0,0,0,1,0
F610,15,17,0,1,0,0,0
FB6,15,17,0,0,0,1,0
F610,17,19,0,0,1,0,0
F610,17,19,0,0,0,0,1
F506,17,19,0,1,0,0,0
F506,17,19,0,0,0,1,0
L460,17,19,0,1,0,0,0
L460,17,19,0,0,0,1,0
DPTO,7,9,0,0,0,0,1
DPTO,11,13,0,0,0,0,1
K113,13,15,0,0,1,0,0
K113,13,15,0,0,0,0,1
K117,13,15,0,0,1,0,0
K117,13,15,0,0,0,0,1
K113,15,17,0,0,1,0,0
K113,15,17,0,0,0,0,1
K117,15,17,0,0,1,0,0
K117,15,17,0,0,0,0,1
K113,17,19,0,0,1,0,0
K113,17,19,0,0,0,0,1
K117,17,19,0,0,1,0,0
K117,17,19,0,0,0,0,1
L506,15,17,1,0,0,0,0
L506,15,17,0,0,1,0,0
L336,11,13,0,0,0,0,1
L224,13,15,0,1,0,0,0
L224,13,15,0,0,0,1,0
L518,13,15,1,0,0,0,0
L518,13,15,0,0,1,0,0
L506,13,15,1,0,0,0,0
L506,13,15,0,0,1,0,0
L570,11,13,0,1,0,0,0
L570,11,13,0,0,0,1,0
DPTO,9,11,0,0,0,1,0
DPTO,9,11,0,0,0,0,1
DPTO,7,9,0,1,0,0,0
DPTO,7,9,0,0,0,0,1
L456,13,15,1,0,0,0,0
L456,13,15,0,0,1,0,0
L408,11,13,1,0,0,0,0
L408,11,13,0,0,1,0,0
DPTO,11,13,1,0,0,0,0
DPTO,11,13,0,1,0,0,0
DPTO,9,11,0,1,0,0,0
DPTO,9,11,0,0,0,0,1
L582,11,13,0,1,0,0,0
L582,11,13,0,0,0,1,0
L336,15,17,1,0,0,0,0
L518,15,17,0,0,1,0,0
DPTO,9,11,0,1,0,0,0
DPTO,11,13,0,0,1,0,0
L408,15,17,0,1,0,0,0
L408,15,17,0,0,0,1,0
L144,19,21,0,1,0,0,0
L144,19,21,0,0,0,1,0
L570,9,11,0,1,0,0,0
L454,9,11,0,0,0,1,0
DPTO,11,13,0,0,0,1,0
DPTO,11,13,0,0,0,0,1
L328,9,11,0,1,0,0,0
L328,9,11,0,0,0,1,0
DPTO,9,13,1,0,0,0,0
DPTO,7,9,1,0,0,0,0
DPTO,9,11,0,0,0,0,1
L506,11,13,0,1,0,0,0
L506,11,13,0,0,0,1,0
F406,17,19,1,0,0,0,0
F201,17,19,0,0,1,0,0
L510,7,9,1,0,0,0,0
L120,7,9,0,0,1,0,0
L456,7,9,0,1,0,0,0
L456,7,9,0,0,0,1,0
L506,7,9,1,0,0,0,0
L506,7,9,0,0,1,0,0
DPTO,7,9,1,0,0,0,0
DPTO,7,9,0,1,0,0,0
DPTO,9,11,1,0,0,0,0
DPTO,11,13,0,0,0,1,0
L304,9,11,0,1,0,0,0
L304,9,11,0,0,0,1,0
L338,11,13,0,1,0,0,0
L338,11,13,0,0,0,1,0
L224,7,9,1,0,0,0,0
L224,7,9,0,0,1,0,0
L250,7,9,1,0,0,0,0
L570,7,9,0,0,1,0,0
L520,7,9,0,0,1,0,0
L520,7,9,0,0,0,0,1
L516,13,15,1,0,0,0,0
F201,13,15,0,0,0,1,0
DPTO,17,19,0,0,1,0,0
DPTO,17,19,0,0,0,0,1
L278,15,17,0,1,0,0,0
L278,15,17,0,0,0,1,0
,9,12,0,0,0,0,1
DPTO,14,17,0,1,0,0,0
L224,13,16,0,0,0,0,1
F408,13,16,0,0,0,1,0
DPTO,10,13,0,0,0,1,0
L570,16,19,0,0,1,0,0
L512,16,19,1,0,0,0,0
K128,14,17,1,0,0,0,0
K617,16,19,0,0,0,1,0
DPTO,16,19,0,0,0,0,1
DPTO,9,12,0,1,0,0,0
L428,16,19,0,0,1,0,0
LAB,10,13,0,0,0,0,1
L354,7,9,1,0,0,0,0
L422,7,9,0,0,1,0,0
L160,7,9,0,0,0,0,1
L354,9,11,1,0,0,0,0
L150,9,11,0,0,1,0,0
L160,7,9,0,0,0,0,1
L354,15,17,1,0,0,0,0
L160,15,17,0,0,1,0,0
L274,15,17,0,0,0,0,1
L354,13,15,1,0,0,0,0
L330,13,15,0,0,1,0,0
L274,15,17,0,0,0,0,1
L354,7,9,0,1,0,0,0
L160,7,9,0,0,0,1,0
L274,7,9,0,0,0,0,1
L354,9,11,0,1,0,0,0
L160,9,11,0,0,0,1,0
L274,7,9,0,0,0,0,1
L354,15,17,0,1,0,0,0
L160,15,17,0,0,0,1,0
L414,15,17,0,0,0,0,1
L354,13,15,0,1,0,0,0
L160,13,15,0,0,0,1,0
L414,15,17,0,0,0,0,1
L354,11,13,1,0,0,0,0
L278,11,13,0,0,1,0,0
L160,13,15,0,0,0,0,1
L354,11,13,0,0,1,0,0
L118,11,13,0,0,0,1,0
L160,13,15,0,0,0,0,1
L354,9,11,0,0,1,0,0
L442,7,9,0,0,0,1,0
L238,7,9,0,0,0,0,1
L310,7,9,1,0,0,0,0
L310,7,9,0,0,1,0,0
L144,9,11,1,0,0,0,0
L144,9,11,0,0,1,0,0
L144,11,13,1,0,0,0,0
L144,11,13,0,0,1,0,0
L144,13,15,1,0,0,0,0
L144,13,15,0,0,1,0,0
L218,7,9,1,0,0,0,0
L218,7,9,0,0,1,0,0
L242,15,17,1,0,0,0,0
L242,15,17,0,0,1,0,0
L342,11,13,0,1,0,0,0
L342,11,13,1,0,0,0,0
L342,11,13,0,0,0,0,1
L342,11,13,0,0,0,1,0
L342,7,9,0,0,0,0,1
L342,9,11,1,0,0,0,0
L342,11,13,0,0,1,0,0
L342,13,15,0,0,0,0,1
L144,7,9,1,0,0,0,0
L144,7,9,0,0,1,0,0
L144,7,9,0,0,0,0,1
L278,13,15,1,0,0,0,0
L278,13,15,0,0,1,0,0
L776,13,15,0,0,0,0,1
L342,9,11,0,1,0,0,0
L342,9,11,0,0,0,1,0
L154,7,9,1,0,0,0,0
L154,7,9,0,0,1,0,0
L776,9,11,1,0,0,0,0
L776,9,11,0,0,1,0,0
L274,11,13,1,0,0,0,0
L274,11,13,0,0,1,0,0
L154,13,15,1,0,0,0,0
L154,13,15,0,0,1,0,0
L238,15,17,1,0,0,0,0
L238,15,17,0,0,1,0,0
L362,9,11,0,1,0,0,0
L362,9,11,0,0,0,1,0
L362,11,13,0,1,0,0,0
L362,13,15,0,1,0,0,0
L362,13,15,1,0,0,0,0
L362,11,13,0,0,1,0,0
L362,11,13,0,0,0,1,0
L362,9,11,0,0,0,0,1
L362,11,13,0,0,0,0,1
L362,13,15,0,0,0,0,1
L776,7,9,1,0,0,0,0
L776,7,9,0,0,1,0,0
L481,7,9,1,0,0,0,0
L481,7,9,0,0,1,0,0
L154,9,11,1,0,0,0,0
L154,9,11,0,0,1,0,0
L154,11,13,1,0,0,0,0
L154,11,13,0,0,1,0,0
L776,13,15,1,0,0,0,0
L776,13,15,0,0,1,0,0
L776,15,17,1,0,0,0,0
L776,15,17,0,0,1,0,0
L350,9,11,0,1,0,0,0
L350,11,13,0,1,0,0,0
L350,9,11,0,0,0,1,0
L350,13,15,0,0,0,1,0
L350,11,13,0,0,0,1,0
L350,13,15,0,1,0,0,0
L350,9,11,0,0,0,0,1
L350,13,15,0,0,0,0,1
L350,11,13,0,0,0,0,1
L350,11,13,1,0,0,0,0
L350,9,11,1,0,0,0,0
L160,13,15,1,0,0,0,0
L160,13,15,0,0,1,0,0
L354,9,11,0,0,0,0,1
L354,11,13,0,0,0,0,1
L354,15,17,0,0,0,1,0
L358,7,9,0,1,0,0,0
L358,9,11,0,1,0,0,0
L358,11,13,0,1,0,0,0
L358,13,15,0,1,0,0,0
L358,11,13,0,0,1,0,0
DPTO,13,15,0,1,0,0,0
DPTO,13,15,0,0,0,0,1
L649,13,15,0,1,0,0,0
L649,13,15,0,0,0,1,0
L649,13,15,1,0,0,0,0
L649,13,15,0,0,1,0,0
L454,15,17,0,0,1,0,0
DPTO,13,15,0,0,0,1,0
DPTO,15,17,0,0,0,0,1
L649,15,17,0,1,0,0,0
L649,15,17,0,0,0,1,0
L649,11,13,0,1,0,0,0
L649,11,13,0,0,0,1,0
L649,9,11,0,0,0,0,1
L649,15,17,1,0,0,0,0
L649,15,17,0,0,1,0,0
F201A,7,9,0,0,0,0,1
F406,17,19,0,0,1,0,0
F406,13,15,0,1,0,0,0
F301,13,17,0,0,0,0,1
F201,15,17,1,0,0,0,0
F201,15,17,0,0,1,0,0
F301A,11,13,1,0,0,0,0
F301A,11,13,0,0,1,0,0
F301,11,13,0,1,0,0,0
F301,11,13,0,0,0,1,0
F502,17,19,1,0,0,0,0
F502,17,19,0,0,1,0,0
F406,15,17,0,0,1,0,0
F406,15,17,1,0,0,0,0
F308,17,19,0,0,0,1,0
F201,13,15,1,0,0,0,0
F301,13,15,0,0,1,0,0
F406,9,11,0,1,0,0,0
F406,9,11,0,0,0,1,0
F301,13,15,0,1,0,0,0
F301,13,15,0,0,0,1,0
L520,7,9,0,1,0,0,0
L520,7,9,0,0,0,1,0
F301,17,19,1,0,0,0,0
L336,17,19,0,0,1,0,0
F308,7,9,0,1,0,0,0
F308,7,9,0,0,0,1,0
F406,7,9,1,0,0,0,0
F406,7,9,0,0,1,0,0
F410,11,13,1,0,0,0,0
F402,11,13,0,0,1,0,0
F302,7,9,0,1,0,0,0
F302,7,9,0,0,0,1,0
L522,9,11,0,0,1,0,0
L120,7,9,0,0,0,0,1
F409,9,11,1,0,0,0,0
F201,7,9,1,0,0,0,0
L206,7,9,0,0,1,0,0
DPTO,9,11,0,0,0,1,0
DPTO,9,11,0,1,0,0,0
DPTO,7,9,1,0,0,0,0
DPTO,7,9,0,0,1,0,0
F409,9,11,0,0,1,0,0
F410,15,17,0,1,0,0,0
F406,13,15,1,0,0,0,0
F406,13,15,0,0,0,1,0
I001,11,13,1,0,0,0,0
I001,11,13,0,0,1,0,0
L278,21,23,1,0,0,0,0
L278,21,23,0,0,1,0,0
L278,19,21,1,0,0,0,0
L278,19,21,0,0,1,0,0
L224,9,11,1,0,0,0,0
L524,7,9,0,0,1,0,0
F402,15,17,0,0,0,1,0
F406,15,17,0,0,0,0,1
L224,9,11,0,1,0,0,0
L224,9,11,0,0,0,1,0
F301A,9,11,1,0,0,0,0
F201,11,13,1,0,0,0,0
F201,11,13,0,0,1,0,0
F406,9,11,1,0,0,0,0
F406,9,11,0,0,1,0,0
F206,11,13,0,0,0,0,1
DPTO,13,16,0,0,0,0,1
F302,13,17,1,0,0,0,0
I008,11,15,1,0,0,0,0
F201,13,15,0,1,0,0,0
L250,13,15,0,0,0,1,0
F502,11,13,0,1,0,0,0
F502,11,13,0,0,0,1,0
F502,15,17,0,0,1,0,0
F502,15,17,1,0,0,0,0
F502,15,17,0,1,0,0,0
F502,15,17,0,0,0,1,0
K113,7,9,1,0,0,0,0
K113,7,9,0,0,1,0,0
K117,7,9,1,0,0,0,0
K117,7,9,0,0,1,0,0
K128,7,9,1,0,0,0,0
K122,7,9,0,0,0,0,1
K113,7,9,0,1,0,0,0
K113,7,9,0,0,0,1,0
K117,7,9,0,1,0,0,0
K117,7,9,0,0,0,1,0
K128,7,9,0,1,0,0,0
K128,7,9,0,0,0,1,0
F310,9,11,0,0,1,0,0
L110,21,23,1,0,0,0,0
L110,21,23,0,0,1,0,0
K101,9,11,1,0,0,0,0
F606,9,11,0,0,0,0,1
L510,11,13,1,0,0,0,0
L510,11,13,0,0,1,0,0
L414,9,11,1,0,0,0,0
L414,9,11,0,0,1,0,0
L414,9,11,0,1,0,0,0
L414,7,9,0,1,0,0,0
L414,7,9,0,0,0,1,0
L414,9,11,0,0,0,1,0
L506,9,12,1,0,0,0,0
L336,9,12,0,0,1,0,0
F206,9,11,0,1,0,0,0
F206,9,11,0,0,0,1,0
F502,11,13,1,0,0,0,0
F502,11,13,0,0,1,0,0
F602,13,15,1,0,0,0,0
F602,13,15,0,0,1,0,0
F606,15,17,0,0,0,1,0
F602,15,17,0,0,0,0,1
FB6,21,23,0,1,0,0,0
F610,21,23,0,0,0,0,1
K123,7,9,1,0,0,0,0
K123,7,9,0,0,1,0,0
K124,7,9,1,0,0,0,0
K124,7,9,0,0,1,0,0
K110,7,9,1,0,0,0,0
K110,7,9,0,0,1,0,0
K110,7,9,0,1,0,0,0
K110,7,9,0,0,0,1,0
K114,7,9,0,1,0,0,0
K114,7,9,0,0,0,1,0
K122,7,9,0,1,0,0,0
K122,7,9,0,0,0,1,0
F301A,17,19,0,0,1,0,0
F301A,17,19,0,0,0,0,1
L118,9,11,1,0,0,0,0
L506,9,11,0,0,1,0,0
F400A,15,17,0,1,0,0,0
F400A,15,17,0,0,0,1,0
F302,13,15,0,1,0,0,0
F302,13,15,0,0,0,1,0
L234,19,21,1,0,0,0,0
L110,19,21,0,0,1,0,0
F310,13,15,0,0,1,0,0
F310,13,15,0,0,0,0,1
F310,15,17,0,0,1,0,0
F310,15,17,0,0,0,0,1
F408,7,9,0,1,0,0,0
F408,7,9,0,0,0,1,0
F502,13,17,0,0,0,0,1
L460,7,9,0,0,1,0,0
L460,7,9,0,0,0,0,1
F406,11,13,0,1,0,0,0
F406,11,13,0,0,0,1,0
L428,11,13,0,1,0,0,0
L450,11,13,0,0,0,1,0
F408,9,11,0,1,0,0,0
K116,16,19,0,0,1,0,0
F502,13,15,0,0,1,0,0
F502,13,15,1,0,0,0,0
L542,13,15,1,0,0,0,0
F408,9,11,0,0,0,0,1
F408,11,13,1,0,0,0,0
L414,9,11,0,0,0,0,1
F408,9,11,1,0,0,0,0
L414,7,9,1,0,0,0,0
L414,7,9,0,0,1,0,0
F515,7,9,1,0,0,0,0
F515,7,9,0,0,1,0,0
F408,7,11,0,0,1,0,0
F408,16,19,0,0,0,1,0
DPTO,19,22,0,1,0,0,0
F408,13,16,0,1,0,0,0
F408,16,19,1,0,0,0,0
F408,13,16,0,0,1,0,0
L582,13,16,1,0,0,0,0
F408,16,19,0,0,1,0,0
F401,13,17,1,0,0,0,0
L336,13,17,0,0,0,1,0
ARTE5,17,19,0,0,1,0,0
L418,7,9,0,0,1,0,0
DCMM3,16,19,0,1,0,0,0
L966,16,17,0,0,1,0,0
L966,9,12,1,0,0,0,0
L966,16,19,0,0,0,0,1
L966,13,16,1,0,0,0,0
L966,9,12,0,0,0,1,0
L966,16,18,0,1,0,0,0
L966,16,18,0,0,0,1,0
L966,13,16,0,0,1,0,0
L966,16,19,1,0,0,0,0
L966,14,16,0,1,0,0,0
L966,14,16,0,0,0,1,0
L966,9,12,0,1,0,0,0
L966,11,13,0,0,0,0,1
L966,13,15,0,0,0,0,1
L966,8,11,0,0,0,0,1
,20,22,0,0,0,1,0
DPTO,19,22,0,0,0,0,1
L546,7,9,0,1,0,0,0
L150,7,9,0,0,0,1,0
L270,9,11,0,1,0,0,0
L270,9,11,0,0,0,1,0
L546,9,11,0,1,0,0,0
L150,9,11,0,0,0,1,0
L242,13,15,0,1,0,0,0
L546,13,15,0,0,0,1,0
L314,11,13,0,1,0,0,0
L150,11,13,0,0,0,1,0
L270,13,15,0,1,0,0,0
L270,13,15,0,0,0,1,0
LAB,13,15,0,1,0,0,0
L242,13,15,0,0,0,1,0
L270,11,13,0,1,0,0,0
L270,11,13,0,0,0,1,0
L546,15,17,0,1,0,0,0
L274,15,17,0,0,0,1,0
LAB,11,13,0,1,0,0,0
L160,11,13,0,0,0,1,0
L481,13,15,0,1,0,0,0
L258,13,15,0,0,0,1,0
L258,7,9,0,1,0,0,0
L258,7,9,0,0,0,1,0
L654,11,13,0,1,0,0,0
L144,11,13,0,0,0,1,0
L546,7,9,1,0,0,0,0
L774,7,9,0,0,1,0,0
L110,9,11,1,0,0,0,0
L258,9,11,0,0,1,0,0
L546,9,11,1,0,0,0,0
L546,9,11,0,0,1,0,0
L546,11,13,1,0,0,0,0
L456,11,13,0,0,1,0,0
L338,11,13,1,0,0,0,0
L546,11,13,0,0,1,0,0
L546,13,15,1,0,0,0,0
F410,13,15,0,0,1,0,0
F201A,13,15,1,0,0,0,0
L546,13,15,0,0,1,0,0
L546,15,17,1,0,0,0,0
L314,15,17,0,0,1,0,0
L270,15,17,1,0,0,0,0
L481,15,17,0,0,1,0,0
L270,7,9,1,0,0,0,0
L258,7,9,0,0,1,0,0
L258,7,9,1,0,0,0,0
L546,7,9,0,0,1,0,0
L270,11,13,1,0,0,0,0
L270,11,13,0,0,1,0,0
L150,13,15,0,0,0,0,1
L150,15,17,0,0,0,0,1
L150,13,15,0,1,0,0,0
L150,13,15,0,0,0,1,0
L774,13,15,0,1,0,0,0
L774,13,15,0,0,0,1,0
L504,15,17,1,0,0,0,0
L504,15,17,0,0,1,0,0
L504,17,19,1,0,0,0,0
L504,17,19,0,0,1,0,0
L524,13,15,0,1,0,0,0
L524,13,15,0,0,0,1,0
L504,9,11,0,0,0,0,1
L504,13,15,0,0,0,0,1
L456,17,19,1,0,0,0,0
L456,17,19,0,0,1,0,0
L522,17,18,0,0,0,1,0
L522,13,15,0,1,0,0,0
L522,13,15,0,0,0,1,0
L224,15,17,0,1,0,0,0
L150,15,17,0,0,0,1,0
L548,11,13,0,1,0,0,0
L548,11,13,0,0,0,1,0
L546,11,13,0,1,0,0,0
L546,11,13,0,0,0,1,0
L422,11,13,0,1,0,0,0
L422,11,13,0,0,0,1,0
L508,13,15,0,1,0,0,0
L508,13,15,0,0,0,1,0
L454,21,23,0,1,0,0,0
L454,21,23,0,0,0,1,0
L508,17,19,1,0,0,0,0
L508,17,19,0,0,1,0,0
RT02,7,10,0,0,0,0,1
RT02,11,14,0,0,1,0,0
L508,13,15,1,0,0,0,0
L508,13,15,0,0,1,0,0
L524,17,19,1,0,0,0,0
L524,17,19,0,0,1,0,0
L542,17,19,0,1,0,0,0
L542,17,19,0,0,0,1,0
L570,15,17,1,0,0,0,0
L332,15,17,0,0,1,0,0
L118,17,19,0,1,0,0,0
L214,17,19,0,0,0,1,0
L338,17,19,0,1,0,0,0
L462,17,19,0,0,0,1,0
L508,21,23,1,0,0,0,0
L508,21,23,0,0,1,0,0
L524,15,17,0,1,0,0,0
L524,15,17,0,0,0,1,0
L456,15,17,0,1,0,0,0
L456,15,17,0,0,0,1,0
L504,13,15,1,0,0,0,0
L504,13,15,0,0,1,0,0
L514,13,15,1,0,0,0,0
L514,13,15,0,0,1,0,0
L508,19,21,0,1,0,0,0
L508,19,21,0,0,0,1,0
L508,19,21,1,0,0,0,0
L508,19,21,0,0,1,0,0
L546,19,21,1,0,0,0,0
L546,19,21,0,0,1,0,0
L508,17,19,0,1,0,0,0
L508,17,19,0,0,0,1,0
L522,19,21,1,0,0,0,0
L522,19,21,0,0,1,0,0
L150,17,19,1,0,0,0,0
L150,17,19,0,0,1,0,0
L524,19,21,0,1,0,0,0
L524,19,21,0,0,0,1,0
L336,17,19,1,0,0,0,0
L522,17,19,0,0,1,0,0
L522,13,15,1,0,0,0,0
L522,13,15,0,0,1,0,0
L308,11,13,1,0,0,0,0
L308,11,13,0,0,1,0,0
L150,17,19,0,1,0,0,0
L150,17,19,0,0,0,1,0
L504,9,11,1,0,0,0,0
L504,9,11,0,0,1,0,0
L456,15,17,1,0,0,0,0
LAB,15,17,0,0,1,0,0
L522,9,11,0,1,0,0,0
L522,9,11,0,0,0,1,0
L504,9,11,0,1,0,0,0
L450,9,11,0,0,0,1,0
L308,9,11,1,0,0,0,0
L308,9,11,0,0,1,0,0
L520,19,21,0,1,0,0,0
L520,19,21,0,0,0,1,0
L464,15,17,1,0,0,0,0
L522,15,17,0,0,1,0,0
L524,13,15,1,0,0,0,0
L524,13,15,0,0,1,0,0
LAB,13,15,0,1,0,0,0
L518,13,15,0,0,0,1,0
L216,15,17,0,1,0,0,0
L210,15,17,0,0,0,1,0
L774,15,17,0,0,0,0,1
RDC,16,19,0,1,0,0,0
DPTO,13,14,0,0,0,0,1
RDC,13,16,0,0,1,0,0
RDC,13,15,0,0,0,1,0
RDC,17,19,1,0,0,0,0
DPTO,10,13,1,0,0,0,0
DPTO,16,18,0,0,0,1,0
RDC,9,11,0,0,1,0,0
RDC,9,11,0,0,0,1,0
L548,11,13,1,0,0,0,0
L548,11,12,0,0,1,0,0
L246,16,19,0,0,1,0,0
RDC,16,19,0,0,1,0,0
RDC,13,16,1,0,0,0,0
RDC,10,13,0,1,0,0,0
F410,13,15,1,0,0,0,0
F406,13,15,0,0,1,0,0
F400,15,17,1,0,0,0,0
F400,15,17,0,0,1,0,0
F206,15,17,1,0,0,0,0
F206,15,17,0,0,1,0,0
F506,17,19,1,0,0,0,0
F506,17,19,0,0,1,0,0
F400,15,17,0,1,0,0,0
F400,15,17,0,0,0,1,0
F400,13,15,0,1,0,0,0
F400,13,15,0,0,0,1,0
F206,9,11,1,0,0,0,0
F206,9,11,0,0,1,0,0
F202,13,15,0,1,0,0,0
F202,13,15,0,0,0,1,0
F202,15,17,0,1,0,0,0
F202,15,17,0,0,0,1,0
L410,7,9,0,1,0,0,0
L410,7,9,0,0,0,1,0
DCMM3,11,13,0,1,0,0,0
DCMM3,11,13,0,0,0,1,0
F201,9,11,0,1,0,0,0
F201,9,11,0,0,0,1,0
L242,7,9,0,1,0,0,0
L242,7,9,0,0,0,1,0
F402,13,15,1,0,0,0,0
F400,13,15,0,0,1,0,0
L242,9,11,0,1,0,0,0
L242,9,11,0,0,0,1,0
L328,11,13,0,1,0,0,0
I007,11,13,0,0,0,1,0
F506,13,15,0,1,0,0,0
F506,13,15,0,0,0,1,0
F506,15,17,0,1,0,0,0
F506,15,17,0,0,0,1,0
L442,7,9,0,1,0,0,0
L422,7,9,0,0,0,1,0
L422,9,11,0,1,0,0,0
L422,9,11,0,0,0,1,0
L410,9,11,0,1,0,0,0
L410,9,11,0,0,0,1,0
L542,7,9,0,1,0,0,0
L542,7,9,0,0,0,1,0
L524,9,11,0,1,0,0,0
L524,9,11,0,0,0,1,0
L524,11,13,0,1,0,0,0
L524,11,13,0,0,0,1,0
L456,11,13,0,1,0,0,0
L456,11,13,0,0,0,1,0
I007,9,11,0,1,0,0,0
F408,9,11,0,0,0,1,0
F202,15,17,0,0,1,0,0
F202,13,15,0,0,1,0,0
F206,9,11,0,0,0,0,1
L452,11,13,0,0,0,0,1
L242,7,9,0,0,0,0,1
L242,11,13,0,1,0,0,0
L242,11,13,0,0,0,1,0
L336,9,11,0,1,0,0,0
L336,9,11,0,0,0,1,0
L774,9,11,0,1,0,0,0
L278,9,11,0,0,0,1,0
L410,11,13,0,1,0,0,0
L410,11,13,0,0,0,1,0
L118,7,11,0,0,0,0,1
L524,11,13,1,0,0,0,0
L524,11,13,0,0,1,0,0
L518,7,9,0,1,0,0,0
L518,7,9,0,0,0,1,0
L524,9,11,1,0,0,0,0
L524,9,11,0,0,1,0,0
F201,7,11,0,0,1,0,0
L542,7,11,0,0,0,0,1
DPTO,7,11,1,0,0,0,0
DPTO,7,11,0,1,0,0,0
L216,7,11,0,0,0,0,1
L224,11,13,0,1,0,0,0
L224,11,13,0,0,0,1,0
L242,7,9,1,0,0,0,0
L242,7,9,0,0,1,0,0
L224,7,9,0,1,0,0,0
L522,9,13,0,0,0,0,1
L242,9,11,1,0,0,0,0
L242,9,11,0,0,1,0,0
L410,9,11,1,0,0,0,0
L410,9,11,0,0,1,0,0
F400,7,9,0,0,0,1,0
F310,13,15,1,0,0,0,0
L456,13,15,0,0,0,0,1
I009,9,13,0,0,0,0,1
L160,11,13,1,0,0,0,0
L242,11,13,0,0,1,0,0
L414,11,13,0,1,0,0,0
F301A,11,13,0,0,0,1,0
F200A,11,13,0,1,0,0,0
F200A,11,13,0,0,0,1,0
L408,9,11,1,0,0,0,0
L408,9,11,0,0,1,0,0
F301A,7,9,0,0,0,1,0
F506,13,15,1,0,0,0,0
F506,13,15,0,0,1,0,0
L504,11,13,1,0,0,0,0
L504,11,13,0,0,0,0,1
F206,7,9,0,1,0,0,0
F206,7,9,0,0,0,1,0
F302,7,9,1,0,0,0,0
F202,7,9,0,0,1,0,0
L222,9,11,0,0,1,0,0
L242,9,11,0,0,0,0,1
L206,11,13,1,0,0,0,0
L206,11,13,0,0,1,0,0
L234,7,9,0,0,0,0,1
L234,7,9,0,0,1,0,0
L328,7,9,0,1,0,0,0
L528,7,9,0,0,0,1,0
L512,9,11,1,0,0,0,0
L520,9,11,0,0,0,0,1
L242,11,13,1,0,0,0,0
L242,11,13,0,0,0,0,1
L410,11,13,1,0,0,0,0
L410,11,13,0,0,1,0,0
IRI01,9,12,1,0,0,0,0
IRI01,13,16,0,0,1,0,0
IRI01,16,19,0,0,0,1,0
IRI01,16,19,1,0,0,0,0
IRI01,15,18,0,0,0,0,1
IRI01,16,19,0,0,1,0,0
IRI01,9,12,0,0,1,0,0
IRI01,13,16,0,0,0,1,0
DPTO,12,15,0,0,0,0,1
IRI01,9,12,0,1,0,0,0
DPTO,12,13,1,0,0,0,0
IRI01,16,19,0,1,0,0,0
IRI01,9,12,0,0,0,1,0
IRI01,9,12,0,0,0,0,1
F310,13,15,0,1,0,0,0
L234,13,15,0,0,0,1,0
L480,11,13,1,0,0,0,0
L480,11,13,0,0,1,0,0
F206,13,15,1,0,0,0,0
F206,13,15,0,0,1,0,0
I007,11,13,0,1,0,0,0
F201,11,13,0,0,0,1,0
DPTO,15,17,0,0,0,1,0
